Country,geometry
Indonesia,"<Point><coordinates>119.625,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>119.725,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>119.825,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>119.975,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>120.025,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>133.375,-2.725</coordinates></Point>"
Indonesia,"<Point><coordinates>136.125,-2.725</coordinates></Point>"
Ecuador,"<Point><coordinates>-79.625,-2.775</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.075,-2.775</coordinates></Point>"
Ecuador,"<Point><coordinates>-77.875,-2.775</coordinates></Point>"
Peru,"<Point><coordinates>-77.225,-2.775</coordinates></Point>"
Peru,"<Point><coordinates>-73.975,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-69.025,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-62.525,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-60.475,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-55.025,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-51.475,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-51.375,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-51.325,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-51.225,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-49.275,-2.775</coordinates></Point>"
Brazil,"<Point><coordinates>-44.975,-2.775</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.525,-2.775</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.725,-2.775</coordinates></Point>"
Democratic Republic of the Congo,"<Point><coordinates>19.225,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>107.975,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>110.425,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>114.325,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>119.325,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>119.375,-2.775</coordinates></Point>"
Indonesia,"<Point><coordinates>137.825,-2.775</coordinates></Point>"
Ecuador,"<Point><coordinates>-79.525,-2.825</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.525,-2.825</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.425,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-77.225,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-75.025,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-74.225,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-74.025,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-70.875,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-67.875,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-64.525,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-62.325,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-56.925,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-56.675,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-56.375,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-52.225,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-51.275,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-51.225,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-51.175,-2.825</coordinates></Point>"
Brazil,"<Point><coordinates>-50.125,-2.825</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.725,-2.825</coordinates></Point>"
Indonesia,"<Point><coordinates>108.175,-2.825</coordinates></Point>"
Indonesia,"<Point><coordinates>113.925,-2.825</coordinates></Point>"
Indonesia,"<Point><coordinates>119.325,-2.825</coordinates></Point>"
Indonesia,"<Point><coordinates>119.975,-2.825</coordinates></Point>"
Indonesia,"<Point><coordinates>132.975,-2.825</coordinates></Point>"
Peru,"<Point><coordinates>-76.875,-2.875</coordinates></Point>"
Peru,"<Point><coordinates>-76.775,-2.875</coordinates></Point>"
Peru,"<Point><coordinates>-75.075,-2.875</coordinates></Point>"
Colombia,"<Point><coordinates>-70.125,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-65.175,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-58.725,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-57.325,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-57.275,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-54.425,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-51.925,-2.875</coordinates></Point>"
Brazil,"<Point><coordinates>-51.225,-2.875</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.225,-2.875</coordinates></Point>"
Burundi,"<Point><coordinates>29.425,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>105.775,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>107.475,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>112.725,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>112.775,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>119.275,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>119.725,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>121.975,-2.875</coordinates></Point>"
Indonesia,"<Point><coordinates>136.125,-2.875</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.475,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-76.825,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-76.275,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-75.125,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-75.075,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-74.775,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-74.275,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-72.675,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-70.975,-2.925</coordinates></Point>"
Peru,"<Point><coordinates>-70.675,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-69.175,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-69.075,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-65.225,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-64.925,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-60.825,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-59.025,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-58.075,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-57.875,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-53.175,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-51.925,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-51.675,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-50.975,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-50.625,-2.925</coordinates></Point>"
Brazil,"<Point><coordinates>-50.525,-2.925</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.425,-2.925</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.575,-2.925</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.625,-2.925</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.625,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>100.325,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>103.875,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>104.075,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>112.425,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>114.325,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>115.275,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>115.325,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>119.275,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>120.075,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>128.225,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>128.625,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>129.575,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>129.625,-2.925</coordinates></Point>"
Indonesia,"<Point><coordinates>133.425,-2.925</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.625,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-77.825,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-76.875,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-75.925,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-75.125,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-74.875,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-74.825,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-74.625,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-74.575,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-73.225,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-70.825,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-70.725,-2.975</coordinates></Point>"
Peru,"<Point><coordinates>-70.675,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-69.175,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-67.725,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-65.475,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-58.025,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-55.075,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-52.625,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-51.725,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-51.325,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-51.225,-2.975</coordinates></Point>"
Brazil,"<Point><coordinates>-50.525,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.475,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.525,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.575,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.625,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.875,-2.975</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.075,-2.975</coordinates></Point>"
Democratic Republic of the Congo,"<Point><coordinates>28.675,-2.975</coordinates></Point>"
Democratic Republic of the Congo,"<Point><coordinates>28.725,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>105.975,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>112.925,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>115.625,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>120.025,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>120.125,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>121.725,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>128.625,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>128.725,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>128.825,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>128.875,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>128.925,-2.975</coordinates></Point>"
Indonesia,"<Point><coordinates>137.875,-2.975</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.525,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-77.625,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-77.475,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-76.975,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-74.825,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-74.675,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-74.425,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-74.075,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-73.375,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-73.275,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-70.275,-3.025</coordinates></Point>"
Colombia,"<Point><coordinates>-69.775,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-65.075,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-64.375,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-60.375,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-60.175,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-60.125,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-52.425,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-52.375,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-51.825,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-51.575,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-51.075,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-49.225,-3.025</coordinates></Point>"
Brazil,"<Point><coordinates>-47.025,-3.025</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.925,-3.025</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.025,-3.025</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.325,-3.025</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.625,-3.025</coordinates></Point>"
Indonesia,"<Point><coordinates>100.375,-3.025</coordinates></Point>"
Indonesia,"<Point><coordinates>100.425,-3.025</coordinates></Point>"
Indonesia,"<Point><coordinates>112.775,-3.025</coordinates></Point>"
Indonesia,"<Point><coordinates>112.825,-3.025</coordinates></Point>"
Indonesia,"<Point><coordinates>128.775,-3.025</coordinates></Point>"
Peru,"<Point><coordinates>-76.975,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.725,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.625,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.525,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.475,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.325,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.225,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.125,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.075,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-74.025,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-73.575,-3.075</coordinates></Point>"
Peru,"<Point><coordinates>-71.925,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-69.725,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-69.675,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-65.025,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-64.375,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-59.575,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-58.175,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-57.825,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-53.225,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-51.075,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-50.525,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-50.275,-3.075</coordinates></Point>"
Brazil,"<Point><coordinates>-49.975,-3.075</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.625,-3.075</coordinates></Point>"
Indonesia,"<Point><coordinates>113.925,-3.075</coordinates></Point>"
Indonesia,"<Point><coordinates>134.175,-3.075</coordinates></Point>"
Indonesia,"<Point><coordinates>136.025,-3.075</coordinates></Point>"
Indonesia,"<Point><coordinates>136.425,-3.075</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.575,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.875,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.825,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.775,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.675,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.575,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.425,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.275,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.125,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-74.075,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-73.925,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-72.925,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-72.575,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-71.925,-3.125</coordinates></Point>"
Peru,"<Point><coordinates>-70.775,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-69.575,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-65.475,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-62.725,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-62.675,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-61.075,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-59.475,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-58.425,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-50.925,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-50.575,-3.125</coordinates></Point>"
Brazil,"<Point><coordinates>-50.425,-3.125</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>12.575,-3.125</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.975,-3.125</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.025,-3.125</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.225,-3.125</coordinates></Point>"
Burundi,"<Point><coordinates>29.525,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>108.075,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>113.875,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>120.175,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>135.975,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>136.675,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>137.375,-3.125</coordinates></Point>"
Indonesia,"<Point><coordinates>137.575,-3.125</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.775,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-75.075,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.775,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.725,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.375,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.325,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.275,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.225,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.075,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-74.025,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-73.775,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-70.875,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-70.825,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-70.775,-3.175</coordinates></Point>"
Peru,"<Point><coordinates>-70.375,-3.175</coordinates></Point>"
Colombia,"<Point><coordinates>-70.325,-3.175</coordinates></Point>"
Colombia,"<Point><coordinates>-69.875,-3.175</coordinates></Point>"
Colombia,"<Point><coordinates>-69.825,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-68.575,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-58.875,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-58.225,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-58.175,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-51.275,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-50.975,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-50.675,-3.175</coordinates></Point>"
Brazil,"<Point><coordinates>-46.525,-3.175</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.775,-3.175</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.975,-3.175</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.025,-3.175</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.075,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>104.775,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>104.825,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>113.775,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>114.225,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>121.125,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>136.475,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>137.225,-3.175</coordinates></Point>"
Indonesia,"<Point><coordinates>139.975,-3.175</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.575,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-77.075,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.775,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.625,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.525,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.325,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.175,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-75.025,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.475,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.425,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.375,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.325,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.225,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.125,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-74.025,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-73.875,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-73.825,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-70.825,-3.225</coordinates></Point>"
Peru,"<Point><coordinates>-70.425,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-66.175,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-66.125,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-62.675,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-58.775,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-58.225,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-56.125,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-53.325,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-52.625,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-52.575,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-51.725,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-51.625,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-45.975,-3.225</coordinates></Point>"
Brazil,"<Point><coordinates>-43.575,-3.225</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.875,-3.225</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.925,-3.225</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.075,-3.225</coordinates></Point>"
Democratic Republic of the Congo,"<Point><coordinates>28.975,-3.225</coordinates></Point>"
Burundi,"<Point><coordinates>29.525,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>111.875,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>111.925,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>114.525,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>115.425,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>126.125,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>136.425,-3.225</coordinates></Point>"
Indonesia,"<Point><coordinates>136.675,-3.225</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.325,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-77.275,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-77.175,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-75.675,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-75.625,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-75.575,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.375,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.225,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.175,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.125,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.075,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-74.025,-3.275</coordinates></Point>"
Peru,"<Point><coordinates>-70.725,-3.275</coordinates></Point>"
Colombia,"<Point><coordinates>-70.125,-3.275</coordinates></Point>"
Colombia,"<Point><coordinates>-69.875,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-54.275,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-51.725,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-51.625,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-51.325,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-51.275,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-51.125,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-50.975,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-50.775,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-43.675,-3.275</coordinates></Point>"
Brazil,"<Point><coordinates>-43.575,-3.275</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.725,-3.275</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.775,-3.275</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>13.825,-3.275</coordinates></Point>"
Republic of the Congo,"<Point><coordinates>14.025,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>101.725,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>112.825,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>115.325,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>121.325,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>136.125,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>136.575,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>136.625,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>137.025,-3.275</coordinates></Point>"
Indonesia,"<Point><coordinates>137.075,-3.275</coordinates></Point>"
Ecuador,"<Point><coordinates>-79.925,-3.325</coordinates></Point>"
Ecuador,"<Point><coordinates>-79.875,-3.325</coordinates></Point>"
Ecuador,"<Point><coordinates>-78.725,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-75.525,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-75.475,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-75.375,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-74.875,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-74.675,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-74.325,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-74.175,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-74.125,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-73.525,-3.325</coordinates></Point>"
Peru,"<Point><coordinates>-71.475,-3.325</coordinates></Point>"
Colombia,"<Point><coordinates>-70.275,-3.325</coordinates></Point>"
Colombia,"<Point><coordinates>-70.225,-3.325</coordinates></Point>"
Colombia,"<Point><coordinates>-69.925,-3.325</coordinates></Point>"
Colombia,"<Point><coordinates>-69.875,-3.325</coordinates></Point>"
Brazil,"<Point><coordinates>-59.725,-3.325</coordinates></Point>"
