Vuelo,Compañía,Estado,Retraso,Fecha,Hora Programada,Origen
UX3452,AIR EUROPA,21:25,0.0,12/04/11,21:25,LYON
UX3454,AIR EUROPA,16:55,0.0,12/04/11,16:55,LYON
UX3462,AIR EUROPA,10:15,0.0,13/04/11,10:15,BURDEOS
UX3466,AIR EUROPA,16:30,0.0,12/04/11,16:30,BURDEOS
UX3470,AIR EUROPA,9:20,,13/04/11,9:20,PARIS /CHARLES DE GAULLE
UX3478,AIR EUROPA,20:45,0.0,12/04/11,20:45,PARIS /CHARLES DE GAULLE
UX3486,AIR EUROPA,11:15,0.0,13/04/11,11:15,PARIS /CHARLES DE GAULLE
UX3486,AIR EUROPA,11:06,-9.0,12/04/11,11:15,PARIS /CHARLES DE GAULLE
UX3648,AIR EUROPA,14:35,0.0,12/04/11,14:35,PARIS /CHARLES DE GAULLE
UX3706,AIR EUROPA,11:30,0.0,13/04/11,11:30,BUCAREST
UX3706,AIR EUROPA,11:28,-2.0,12/04/11,11:30,BUCAREST
UX3860,AIR EUROPA,10:36,-9.0,12/04/11,10:45,SEVILLA
UX3864,AIR EUROPA,22:25,0.0,12/04/11,22:25,SEVILLA
UX3866,AIR EUROPA,18:30,0.0,12/04/11,18:30,SEVILLA
UX3872,AIR EUROPA,10:30,0.0,13/04/11,10:30,MALAGA
UX3872,AIR EUROPA,10:29,-1.0,12/04/11,10:30,MALAGA
UX3874,AIR EUROPA,23:15,0.0,12/04/11,23:15,MALAGA
UX3904,AIR EUROPA,17:00,0.0,12/04/11,17:00,SANTIAGO DE COMPOSTELA
UX3907,AIR EUROPA,7:55,,13/04/11,7:55,VALENCIA
UX3911,AIR EUROPA,11:05,0.0,13/04/11,11:05,VIGO
UX3911,AIR EUROPA,10:55,-10.0,12/04/11,11:05,VIGO
UX3912,AIR EUROPA,23:50,0.0,12/04/11,23:50,VIGO
UX3915,AIR EUROPA,10:55,0.0,13/04/11,10:55,A CORUÑA
UX3916,AIR EUROPA,22:55,0.0,12/04/11,22:55,A CORUÑA
UX3919,AIR EUROPA,15:15,0.0,12/04/11,15:15,ASTURIAS
UX3920,AIR EUROPA,23:20,0.0,12/04/11,23:20,ASTURIAS
UX3927,AIR EUROPA,20:30,0.0,12/04/11,20:30,BILBAO
UX3931,AIR EUROPA,13:20,,12/04/11,8:05,ALICANTE
UX3932,AIR EUROPA,21:15,0.0,12/04/11,21:15,ALICANTE
UX3933,AIR EUROPA,15:15,0.0,12/04/11,15:15,ALICANTE
UX3948,AIR EUROPA,17:25,0.0,12/04/11,17:25,PARIS /CHARLES DE GAULLE
UX3954,AIR EUROPA,20:15,0.0,12/04/11,20:15,IBIZA
UX3962,AIR EUROPA,18:30,0.0,12/04/11,18:30,GRAN CANARIA
UX3978,AIR EUROPA,10:27,-8.0,12/04/11,10:35,MADRID-BARAJAS
UX3978,AIR EUROPA,10:35,0.0,13/04/11,10:35,MADRID-BARAJAS
UX3979,AIR EUROPA,17:15,0.0,12/04/11,17:15,MADRID-BARAJAS
UX424,AIR EUROPA,10:54,14.0,12/04/11,10:40,TEL AVIV
UX6006,AIR EUROPA,7:50,,13/04/11,7:50,PALMA DE MALLORCA
UX6018,AIR EUROPA,10:20,0.0,13/04/11,10:20,MENORCA
UX6042,AIR EUROPA,19:05,0.0,12/04/11,19:05,PALMA DE MALLORCA
UX6054,AIR EUROPA,13:35,0.0,12/04/11,13:35,IBIZA
UX6060,AIR EUROPA,13:55,0.0,12/04/11,13:55,PALMA DE MALLORCA
UX6072,AIR EUROPA,16:55,0.0,12/04/11,16:55,PALMA DE MALLORCA
UX6102,AIR EUROPA,21:10,0.0,12/04/11,21:10,PALMA DE MALLORCA
UX6156,AIR EUROPA,10:55,0.0,13/04/11,10:55,PALMA DE MALLORCA
UX6156,AIR EUROPA,10:50,-5.0,12/04/11,10:55,PALMA DE MALLORCA
UX6158,AIR EUROPA,22:05,0.0,12/04/11,22:05,IBIZA
UX9034,AIR EUROPA,11:25,0.0,13/04/11,11:25,GRAN CANARIA
UX9034,AIR EUROPA,11:23,-2.0,12/04/11,11:25,GRAN CANARIA
UX9099,AIR EUROPA,15:15,0.0,12/04/11,15:15,LANZAROTE
UX9144,AIR EUROPA,23:15,0.0,12/04/11,23:15,TENERIFE NORTE
UX932,AIR EUROPA,4:50,,13/04/11,4:50,ATENAS
VLE7098,CAI SECOND S.P.A.,13:30,0.0,12/04/11,13:30,MILAN /LINATE
VLG1002,VUELING AIRLINES,10:05,0.0,13/04/11,10:05,MADRID-BARAJAS
VLG1004,VUELING AIRLINES,12:00,0.0,13/04/11,12:00,MADRID-BARAJAS
VLG1004,VUELING AIRLINES,11:56,-4.0,12/04/11,12:00,MADRID-BARAJAS
VLG1006,VUELING AIRLINES,21:00,0.0,12/04/11,21:00,MADRID-BARAJAS
VLG1018,VUELING AIRLINES,19:15,0.0,12/04/11,19:15,MADRID-BARAJAS
VLG1026,VUELING AIRLINES,18:00,0.0,12/04/11,18:00,MADRID-BARAJAS
VLG1036,VUELING AIRLINES,20:00,0.0,12/04/11,20:00,MADRID-BARAJAS
VLG1056,VUELING AIRLINES,10:55,0.0,13/04/11,10:55,MADRID-BARAJAS
VLG1056,VUELING AIRLINES,11:07,12.0,12/04/11,10:55,MADRID-BARAJAS
VLG1069,VUELING AIRLINES,8:30,,13/04/11,8:30,MOSCU /DOMODEDOVO
VLG1082,VUELING AIRLINES,22:00,0.0,12/04/11,22:00,MADRID-BARAJAS
VLG1096,VUELING AIRLINES,14:00,0.0,12/04/11,14:00,MADRID-BARAJAS
VLG1126,VUELING AIRLINES,8:10,,13/04/11,8:10,MADRID-BARAJAS
VLG1140,VUELING AIRLINES,9:00,,13/04/11,9:00,MADRID-BARAJAS
VLG1144,VUELING AIRLINES,16:00,0.0,12/04/11,16:00,MADRID-BARAJAS
VLG1291,VUELING AIRLINES,16:35,0.0,12/04/11,16:35,A CORUÑA
VLG1301,VUELING AIRLINES,9:45,,13/04/11,9:45,ALICANTE
VLG1305,VUELING AIRLINES,22:00,0.0,12/04/11,22:00,ALICANTE
VLG1307,VUELING AIRLINES,20:00,0.0,12/04/11,20:00,ALICANTE
VLG1421,VUELING AIRLINES,10:05,0.0,13/04/11,10:05,BILBAO
VLG1423,VUELING AIRLINES,17:05,0.0,12/04/11,17:05,BILBAO
VLG1425,VUELING AIRLINES,20:05,0.0,12/04/11,20:05,BILBAO
VLG1431,VUELING AIRLINES,8:05,,13/04/11,8:05,BILBAO
VLG1441,VUELING AIRLINES,22:25,0.0,12/04/11,22:25,BILBAO
VLG1574,VUELING AIRLINES,10:05,0.0,13/04/11,10:05,ASTURIAS
VLG1576,VUELING AIRLINES,21:00,0.0,12/04/11,21:00,ASTURIAS
VLG1673,VUELING AIRLINES,0:05,,13/04/11,0:05,SANTIAGO DE COMPOSTELA
VLG1785,VUELING AIRLINES,15:15,0.0,12/04/11,15:15,VIGO
VLG1999,VUELING AIRLINES,23:50,0.0,12/04/11,23:50,CIUDAD REAL
VLG2011,VUELING AIRLINES,11:05,20.0,12/04/11,10:45,FEDERICO GARCÍA LORCA GRANADA-JAÉN
VLG2013,VUELING AIRLINES,23:15,0.0,12/04/11,23:15,FEDERICO GARCÍA LORCA GRANADA-JAÉN
VLG2110,VUELING AIRLINES,8:30,,13/04/11,8:30,MALAGA
VLG2112,VUELING AIRLINES,18:55,0.0,12/04/11,18:55,MALAGA
VLG2130,VUELING AIRLINES,10:55,0.0,13/04/11,10:55,MALAGA
VLG2130,VUELING AIRLINES,10:56,1.0,12/04/11,10:55,MALAGA
VLG2136,VUELING AIRLINES,22:15,0.0,12/04/11,22:15,MALAGA
VLG2211,VUELING AIRLINES,10:35,0.0,13/04/11,10:35,SEVILLA
VLG2223,VUELING AIRLINES,8:30,,13/04/11,8:30,SEVILLA
VLG2225,VUELING AIRLINES,20:10,0.0,12/04/11,20:10,SEVILLA
VLG2267,VUELING AIRLINES,18:05,0.0,12/04/11,18:05,SEVILLA
VLG2277,VUELING AIRLINES,15:30,0.0,12/04/11,15:30,SEVILLA
VLG2499,VUELING AIRLINES,14:10,0.0,12/04/11,14:10,JEREZ DE LA FRONTERA
VLG3001,VUELING AIRLINES,18:50,0.0,12/04/11,18:50,GRAN CANARIA
VLG3509,VUELING AIRLINES,Cancelado,,12/04/11,22:55,IBIZA
VLG3517,VUELING AIRLINES,21:40,0.0,12/04/11,21:40,IBIZA
VLG3713,VUELING AIRLINES,9:00,,13/04/11,9:00,MENORCA
VLG3773,VUELING AIRLINES,12:15,0.0,13/04/11,12:15,MENORCA
VLG3773,VUELING AIRLINES,12:10,-5.0,12/04/11,12:15,MENORCA
VLG3921,VUELING AIRLINES,22:35,0.0,12/04/11,22:35,PALMA DE MALLORCA
VLG3923,VUELING AIRLINES,12:55,0.0,13/04/11,12:55,PALMA DE MALLORCA
VLG3923,VUELING AIRLINES,12:40,-15.0,12/04/11,12:55,PALMA DE MALLORCA
VLG3925,VUELING AIRLINES,19:00,0.0,12/04/11,19:00,PALMA DE MALLORCA
VLG3929,VUELING AIRLINES,21:35,0.0,12/04/11,21:35,PALMA DE MALLORCA
VLG6105,VUELING AIRLINES,18:05,0.0,12/04/11,18:05,ROMA /FIUMICINO
VLG6107,VUELING AIRLINES,20:35,0.0,12/04/11,20:35,ROMA /FIUMICINO
VLG6113,VUELING AIRLINES,14:00,0.0,12/04/11,14:00,ROMA /FIUMICINO
VLG6115,VUELING AIRLINES,23:45,0.0,12/04/11,23:45,ROMA /FIUMICINO
VLG6167,VUELING AIRLINES,11:15,0.0,13/04/11,11:15,ROMA /FIUMICINO
VLG6167,VUELING AIRLINES,11:15,0.0,12/04/11,11:15,ROMA /FIUMICINO
VLG6247,VUELING AIRLINES,11:35,0.0,13/04/11,11:35,ZURICH
VLG6247,VUELING AIRLINES,11:35,0.0,12/04/11,11:35,ZURICH
VLG6249,VUELING AIRLINES,19:40,0.0,12/04/11,19:40,ZURICH
VLG6331,VUELING AIRLINES,11:01,-4.0,12/04/11,11:05,MILAN /MALPENSA
VLG6333,VUELING AIRLINES,15:30,0.0,12/04/11,15:30,MILAN /MALPENSA
VLG6335,VUELING AIRLINES,22:10,0.0,12/04/11,22:10,MILAN /MALPENSA
VLG6401,VUELING AIRLINES,13:35,-15.0,12/04/11,13:50,VENECIA /MARCO POLO
VLG6501,VUELING AIRLINES,15:00,0.0,12/04/11,15:00,NAPOLES
VLG6601,VUELING AIRLINES,14:15,5.0,12/04/11,14:10,PALERMO /PUNTA RAISI
VLG6771,VUELING AIRLINES,14:10,0.0,12/04/11,14:10,PISA / GALILEO GALILEI
VLG7702,VUELING AIRLINES,Cancelado,,12/04/11,16:15,DUBROVNIK
VLG8012,VUELING AIRLINES,9:55,,13/04/11,9:55,PARIS /ORLY
VLG8026,VUELING AIRLINES,12:45,0.0,13/04/11,12:45,PARIS /ORLY
VLG8026,VUELING AIRLINES,12:30,-15.0,12/04/11,12:45,PARIS /ORLY
VLG8034,VUELING AIRLINES,16:45,0.0,12/04/11,16:45,PARIS /ORLY
VLG8048,VUELING AIRLINES,23:30,0.0,12/04/11,23:30,PARIS /ORLY
VLG8060,VUELING AIRLINES,14:35,0.0,12/04/11,14:35,PARIS /ORLY
VLG8078,VUELING AIRLINES,18:40,0.0,12/04/11,18:40,PARIS /ORLY
VLG8092,VUELING AIRLINES,22:30,0.0,12/04/11,22:30,PARIS /ORLY
VLG8101,VUELING AIRLINES,17:45,0.0,12/04/11,17:45,ATENAS
VLG8301,VUELING AIRLINES,11:50,0.0,13/04/11,11:50,AMSTERDAM/SCHIPHOL
VLG8301,VUELING AIRLINES,11:28,-22.0,12/04/11,11:50,AMSTERDAM/SCHIPHOL
VLG8305,VUELING AIRLINES,23:15,0.0,12/04/11,23:15,AMSTERDAM/SCHIPHOL
VLG8318,VUELING AIRLINES,9:25,,13/04/11,9:25,AMSTERDAM/SCHIPHOL
VLG8323,VUELING AIRLINES,20:00,0.0,12/04/11,20:00,AMSTERDAM/SCHIPHOL
VLG8463,VUELING AIRLINES,0:35,,13/04/11,0:35,LISBOA
VLG8989,VUELING AIRLINES,11:20,0.0,13/04/11,11:20,BRUSELAS
VLG8989,VUELING AIRLINES,11:13,-7.0,12/04/11,11:20,BRUSELAS
VLG8991,VUELING AIRLINES,22:35,0.0,12/04/11,22:35,BRUSELAS
VLG8993,VUELING AIRLINES,17:40,0.0,12/04/11,17:40,BRUSELAS
WZZ2375,WIZZ AIR HUNGARY,8:25,,13/04/11,8:25,BUDAPEST
WZZ2705,WIZZ AIR HUNGARY,20:50,0.0,12/04/11,20:50,PRAGA
WZZ3175,WIZZ AIR HUNGARY,19:15,0.0,12/04/11,19:15,BUCAREST/BANEASA
WZZ3563,WIZZ AIR HUNGARY,20:05,0.0,12/04/11,20:05,TIMISOARA
YW8293,AIR NOSTRUM,11:45,0.0,13/04/11,11:45,ALBACETE
YW8293,AIR NOSTRUM,11:40,-5.0,12/04/11,11:45,ALBACETE
YW8313,AIR NOSTRUM,21:05,0.0,12/04/11,21:05,BADAJOZ
YW8391,AIR NOSTRUM,8:35,,13/04/11,8:35,SANTANDER
YW8395,AIR NOSTRUM,12:15,0.0,13/04/11,12:15,SANTANDER
YW8397,AIR NOSTRUM,20:30,0.0,12/04/11,20:30,SANTANDER
YW8403,AIR NOSTRUM,8:25,,13/04/11,8:25,PAMPLONA
YW8405,AIR NOSTRUM,11:50,0.0,13/04/11,11:50,PAMPLONA
YW8405,AIR NOSTRUM,11:46,-4.0,12/04/11,11:50,PAMPLONA
YW8409,AIR NOSTRUM,16:10,0.0,12/04/11,16:10,PAMPLONA
YW8421,AIR NOSTRUM,11:20,0.0,13/04/11,11:20,ALMERIA
YW8421,AIR NOSTRUM,11:52,32.0,12/04/11,11:20,ALMERIA
YW8423,AIR NOSTRUM,16:55,0.0,12/04/11,16:55,ALMERIA
YW8559,AIR NOSTRUM,13:10,0.0,12/04/11,13:10,NANTES-ATLANTIQUE
YW8565,AIR NOSTRUM,17:45,0.0,12/04/11,17:45,MARSELLA
YW8621,AIR NOSTRUM,13:25,10.0,12/04/11,13:15,BOLONIA
YW8625,AIR NOSTRUM,20:20,0.0,12/04/11,20:20,BOLONIA
YW8661,AIR NOSTRUM,8:25,,13/04/11,8:25,VALLADOLID
YW8663,AIR NOSTRUM,12:10,0.0,13/04/11,12:10,VALLADOLID
YW8663,AIR NOSTRUM,12:14,4.0,12/04/11,12:10,VALLADOLID
YW8665,AIR NOSTRUM,15:40,0.0,12/04/11,15:40,VALLADOLID
YW8667,AIR NOSTRUM,21:45,0.0,12/04/11,21:45,VALLADOLID
YW8675,AIR NOSTRUM,8:50,,13/04/11,8:50,SALAMANCA
YW8717,AIR NOSTRUM,18:15,0.0,12/04/11,18:15,BURGOS / VILLAFRIA
YW8757,AIR NOSTRUM,8:55,,13/04/11,8:55,LEON
YW8759,AIR NOSTRUM,16:25,0.0,12/04/11,16:25,LEON
YW8777,AIR NOSTRUM,12:00,0.0,13/04/11,12:00,NIZA /COTE D-AZUR
YW8777,AIR NOSTRUM,11:54,-6.0,12/04/11,12:00,NIZA /COTE D-AZUR
YW8779,AIR NOSTRUM,15:45,0.0,12/04/11,15:45,NIZA /COTE D-AZUR
YW8781,AIR NOSTRUM,22:40,0.0,12/04/11,22:40,NIZA /COTE D-AZUR
YW8825,AIR NOSTRUM,14:40,0.0,12/04/11,14:40,VALENCIA
YW8835,AIR NOSTRUM,9:00,,13/04/11,9:00,VALENCIA
YW8851,AIR NOSTRUM,8:50,,13/04/11,8:50,SAN SEBASTIAN
YW8853,AIR NOSTRUM,12:25,0.0,13/04/11,12:25,SAN SEBASTIAN
YW8853,AIR NOSTRUM,12:04,-21.0,12/04/11,12:25,SAN SEBASTIAN
YW8855,AIR NOSTRUM,15:50,0.0,12/04/11,15:50,SAN SEBASTIAN
YW8857,AIR NOSTRUM,19:25,0.0,12/04/11,19:25,SAN SEBASTIAN
