cartodb_id,gid,id_0,iso,name_0,id_1,name_1,id_2,name_2,id_3,name_3,id_4,name_4,varname_4,type_4,engtype_4,validfr_4,validto_4,remarks_4,shape_leng,shape_area,latitude,longitude,center_latitude,center_longitude,created_at,updated_at
7161,7151,70,ESP,Spain,945,Extremadura,13633,Badajoz,24551,n.a. (50),16258,Guareña,,Municipality,Municipality,Unknown,Present,,1.31963511034,0.0247625775050,39,-6,38.8604734,-6.1046373,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7169,7161,70,ESP,Spain,945,Extremadura,13633,Badajoz,24551,n.a. (50),16268,Santa Amalia,,Municipality,Municipality,Unknown,Present,,0.921864385914,0.00768252858900,39,-6,39.0120907,-6.0115499,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1852,1817,70,ESP,Spain,936,Aragón,13606,Zaragoza,24336,n.a. (280),10718,San Martín de la Virgen de Moncayo,,Municipality,Municipality,Unknown,Present,,0.142849827087,0.000594278407500,42,-2,41.83749,-1.7920838,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7177,7169,70,ESP,Spain,945,Extremadura,13634,Cáceres,24552,n.a. (69),16276,Caminomorisco,,Municipality,Municipality,Unknown,Present,,0.774260950854,0.0156083206315,40,-6,40.3234759,-6.2904662,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7183,7175,70,ESP,Spain,945,Extremadura,13634,Cáceres,24552,n.a. (69),16282,Guijo de Granadilla,,Municipality,Municipality,Unknown,Present,,0.488417859903,0.00797371410850,40,-6,40.193798,-6.1632534,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
20,20,70,ESP,Spain,935,Andalucía,13599,Granada,24288,n.a. (117),9580,Bubión,,Municipality,Municipality,Unknown,Present,,0.369287021855,0.00148728990300,37,-3,36.9488258,-3.3567415,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7191,7182,70,ESP,Spain,945,Extremadura,13634,Cáceres,24552,n.a. (69),16289,Mohedas de Granadilla,,Municipality,Municipality,Unknown,Present,,0.473528046335,0.00618127251650,40,-6,40.2681527,-6.2027938,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7192,7183,70,ESP,Spain,945,Extremadura,13634,Cáceres,24552,n.a. (69),16290,Nuñomoral,,Municipality,Municipality,Unknown,Present,,0.509549194544,0.0100109775850,40,-6,40.4071316,-6.2461519,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7194,7185,70,ESP,Spain,945,Extremadura,13634,Cáceres,24552,n.a. (69),16292,Pinofranqueado,,Municipality,Municipality,Unknown,Present,,0.624409218243,0.0155494690585,40,-6,40.3034874,-6.3327128,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7206,7196,70,ESP,Spain,945,Extremadura,13634,Cáceres,24554,n.a. (71),16309,Cuacos de Yuste,,Municipality,Municipality,Unknown,Present,,0.508315444432,0.00555256596050,40,-6,40.106122,-5.7229652,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7199,7190,70,ESP,Spain,945,Extremadura,13634,Cáceres,24553,n.a. (70),16297,Alía,,Municipality,Municipality,Unknown,Present,,1.40479809027,0.0626695608245,39,-5,39.448834,-5.2176541,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
200,266,70,ESP,Spain,938,Castilla y León,13616,Zamora,24411,n.a. (271),13034,Arquillinos,,Municipality,Municipality,Unknown,Present,,0.213473724725,0.00191870812950,42,-6,41.7089029,-5.6560404,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2872,2846,70,ESP,Spain,938,Castilla y León,13611,Palencia,24377,n.a. (201),11801,Osornillo,,Municipality,Municipality,Unknown,Present,,0.220113474136,0.00198847824100,42,-4,42.3700255,-4.2911838,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7200,7191,70,ESP,Spain,945,Extremadura,13634,Cáceres,24553,n.a. (70),16298,Berzocana,,Municipality,Municipality,Unknown,Present,,0.774195735382,0.0139650773695,39,-6,39.4372354,-5.462021,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7211,7201,70,ESP,Spain,945,Extremadura,13634,Cáceres,24554,n.a. (71),16314,Losar de la Vera,,Municipality,Municipality,Unknown,Present,,0.604461079622,0.00872527183450,40,-6,40.123323,-5.605157,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
682,664,70,ESP,Spain,935,Andalucía,13599,Granada,24283,n.a. (112),9479,Freila,,Municipality,Municipality,Unknown,Present,,0.169647226646,0.00149870158750,38,-3,37.5286932,-2.9067948,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7216,7207,70,ESP,Spain,945,Extremadura,13634,Cáceres,24554,n.a. (71),16320,Villanueva de la Vera,,Municipality,Municipality,Unknown,Present,,0.580940981898,0.0137293473335,40,-5,40.1296333,-5.4642004,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7226,7218,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16331,Galisteo,,Municipality,Municipality,Unknown,Present,,0.543328530064,0.00843685667350,40,-6,39.9734437,-6.2658999,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7227,7219,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16332,Gargüera,,Municipality,Municipality,Unknown,Present,,0.418897130143,0.00543772499450,40,-6,40.0615582,-5.9285242,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
3012,2992,70,ESP,Spain,938,Castilla y León,13612,Salamanca,24384,n.a. (213),11947,Aldealengua,,Municipality,Municipality,Unknown,Present,,0.120449444360,0.000594798028500,41,-6,40.9821667,-5.5500137,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7235,7224,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16337,Montehermoso,,Municipality,Municipality,Unknown,Present,,0.642071418129,0.0100104271940,40,-6,40.0885104,-6.3487591,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7238,7227,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16340,Pasarón de la Vera,,Municipality,Municipality,Unknown,Present,,0.325606078065,0.00409597959800,40,-6,40.0524272,-5.8202423,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7241,7231,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16344,Santa Cruz de Paniagua,,Municipality,Municipality,Unknown,Present,,0.485516326359,0.00887089212800,40,-6,40.1915558,-6.3412146,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1558,1524,70,ESP,Spain,936,Aragón,13605,Teruel,24327,n.a. (251),10357,Cascante del Río,,Municipality,Municipality,Unknown,Present,,0.240558136775,0.00341891481300,40,-1,40.1959049,-1.1152197,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7233,7222,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16335,Malpartida de Plasencia,,Municipality,Municipality,Unknown,Present,,1.42030246945,0.0392538681025,40,-6,39.9792923,-6.0485309,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7273,7262,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16375,Pescueza,,Municipality,Municipality,Unknown,Present,,0.502566923811,0.00547123935150,40,-7,39.9183187,-6.6463701,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7394,7377,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16505,Lousame,,Municipality,Municipality,Unknown,Present,,0.622037136808,0.0103139674800,43,-9,42.758964,-8.846885,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7246,7236,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16349,Torrejón el Rubio,,Municipality,Municipality,Unknown,Present,,0.842328732983,0.0233017175875,40,-6,39.7716874,-6.0142567,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7251,7241,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16354,Acebo,,Municipality,Municipality,Unknown,Present,,0.327274438126,0.00604103201550,40,-7,40.2027969,-6.7163419,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7254,7244,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16357,Calzadilla,,Municipality,Municipality,Unknown,Present,,0.427056691813,0.00805380394000,40,-7,40.0612122,-6.5318476,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1787,1750,70,ESP,Spain,936,Aragón,13606,Zaragoza,24334,n.a. (278),10651,Gotor,,Municipality,Municipality,Unknown,Present,,0.220937533315,0.00164778594250,42,-2,41.5453503,-1.6500695,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7243,7233,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16346,Serradilla,,Municipality,Municipality,Unknown,Present,,1.30123749106,0.0272668851245,40,-6,39.8305453,-6.1380854,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7256,7246,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16359,Casillas de Coria,,Municipality,Municipality,Unknown,Present,,0.401418802997,0.00655208455250,40,-7,39.9658364,-6.6358321,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7258,7248,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16361,Coria,,Municipality,Municipality,Unknown,Present,,0.618375129174,0.0109226392620,40,-7,39.983582,-6.5397271,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7259,7250,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16363,Eljas,,Municipality,Municipality,Unknown,Present,,0.300843836411,0.00343352554450,40,-7,40.2155382,-6.8460396,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7263,7254,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16367,Hernán-Pérez,,Municipality,Municipality,Unknown,Present,,0.282481191860,0.00379368529800,40,-6,40.2126665,-6.4645121,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1695,1658,70,ESP,Spain,936,Aragón,13606,Zaragoza,24332,n.a. (276),10553,Cariñena,,Municipality,Municipality,Unknown,Present,,0.415810392221,0.00887522569900,41,-1,41.3369398,-1.2241183,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7269,7258,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16371,Moraleja,,Municipality,Municipality,Unknown,Present,,0.660897878421,0.0156134967130,40,-7,40.0675447,-6.6573987,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7257,7247,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16360,Cilleros,,Municipality,Municipality,Unknown,Present,,0.731343476668,0.0220287590805,40,-7,40.1136238,-6.7921563,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
953,930,70,ESP,Spain,938,Castilla y León,13608,Ávila,24349,n.a. (23),10857,Canales,,Municipality,Municipality,Unknown,Present,,0.133126010463,0.000699445868999,41,-5,41.0032767,-4.9003492,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7297,7283,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16411,Talaván,,Municipality,Municipality,Unknown,Present,,0.590647123478,0.0103812054910,40,-6,39.7132736,-6.2835581,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7275,7264,70,ESP,Spain,945,Extremadura,13634,Cáceres,24556,n.a. (73),16377,Portezuelo,,Municipality,Municipality,Unknown,Present,,0.736006517201,0.0132631638810,40,-7,39.811637,-6.475103,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2178,2136,70,ESP,Spain,938,Castilla y León,13608,Ávila,24354,n.a. (28),11075,Fresnedilla,,Municipality,Municipality,Unknown,Present,,0.226213760337,0.00259520033950,40,-5,40.2315665,-4.6216873,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6823,6818,70,ESP,Spain,944,Comunidad Valenciana,13632,Valencia,24523,Camp de Túria,15855,Benisanó,,Municipality,Municipality,Unknown,Present,,0.0648059906594,0.000235257276000,40,-1,39.61292,-0.5767823,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7283,7272,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16400,Cañaveral,,Municipality,Municipality,Unknown,Present,,0.636151604347,0.00907198902350,40,-6,39.7891625,-6.3944115,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7287,7275,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16403,Casas de Millán,,Municipality,Municipality,Unknown,Present,,0.616307325450,0.0160786719665,40,-6,39.8155861,-6.3308756,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
313,329,70,ESP,Spain,944,Comunidad Valenciana,13632,Valencia,24530,Horta Sud,15949,Sedaví,,Municipality,Municipality,Unknown,Present,,0.0913505607981,0.000183666237500,39,0,39.4250481,-0.3857862,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7288,7276,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16404,Garrovillas de Alconétar,,Municipality,Municipality,Unknown,Present,,0.717517541259,0.0217130473965,40,-7,39.7097537,-6.5490597,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7291,7279,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16407,Monroy,,Municipality,Municipality,Unknown,Present,,0.989752797834,0.0214551608075,40,-6,39.6381378,-6.2131875,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
28,27,70,ESP,Spain,935,Andalucía,13599,Granada,24288,n.a. (117),9587,Juviles,,Municipality,Municipality,Unknown,Present,,0.156210418877,0.00152402603650,37,-3,36.948253,-3.2257882,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7294,7280,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16408,Montánchez,,Municipality,Municipality,Unknown,Present,,0.993535045372,0.0118272766625,39,-6,39.2269768,-6.1467513,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7300,7286,70,ESP,Spain,945,Extremadura,13634,Cáceres,24557,n.a. (74),16414,Torreorgaz,,Municipality,Municipality,Unknown,Present,,0.364304140187,0.00299789132250,39,-6,39.3826284,-6.2478571,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7302,7291,70,ESP,Spain,945,Extremadura,13634,Cáceres,24558,n.a. (75),16419,Acehúche,,Municipality,Municipality,Unknown,Present,,0.592754768490,0.00954843851950,40,-7,39.8025665,-6.633866,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7304,7293,70,ESP,Spain,945,Extremadura,13634,Cáceres,24558,n.a. (75),16421,Brozas,,Municipality,Municipality,Unknown,Present,,0.987639785646,0.0417759954615,40,-7,39.6120781,-6.7779352,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7310,7314,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16442,Casas de Miravete,,Municipality,Municipality,Unknown,Present,,0.503276296099,0.00526038102650,40,-6,39.7262746,-5.745224,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7312,7300,70,ESP,Spain,945,Extremadura,13634,Cáceres,24559,n.a. (76),16428,Carbajo,,Municipality,Municipality,Unknown,Present,,0.316523680151,0.00293881053900,40,-7,39.603108,-7.195372,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2100,2061,70,ESP,Spain,938,Castilla y León,13608,Ávila,24351,n.a. (25),11000,Gilbuena,,Municipality,Municipality,Unknown,Present,,0.193049894206,0.00160134796500,40,-6,40.4152216,-5.6053054,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7329,7316,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16444,Castañar de Ibor,,Municipality,Municipality,Unknown,Present,,0.630004166027,0.0154311986565,40,-5,39.6278048,-5.4165431,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7314,7304,70,ESP,Spain,945,Extremadura,13634,Cáceres,24559,n.a. (76),16432,Membrío,,Municipality,Municipality,Unknown,Present,,0.676227528398,0.0217575728660,40,-7,39.5270892,-7.0564177,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7414,7394,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16522,Zas,,Municipality,Municipality,Unknown,Present,,0.792068449685,0.0147062574980,43,-9,43.0997457,-8.9161492,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7311,7299,70,ESP,Spain,945,Extremadura,13634,Cáceres,24558,n.a. (75),16427,Zarza la Mayor,,Municipality,Municipality,Unknown,Present,,0.664631648674,0.0179203040615,40,-7,39.8759864,-6.8648107,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
347,343,70,ESP,Spain,947,Islas Baleares,13639,Baleares,24586,n.a. (59),16859,Lloseta,,Municipality,Municipality,Unknown,Present,,0.205184789265,0.00127936033250,40,3,39.7179964,2.8645774,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7313,7301,70,ESP,Spain,945,Extremadura,13634,Cáceres,24559,n.a. (76),16429,Cedillo,,Municipality,Municipality,Unknown,Present,,0.394615094360,0.00627467260350,40,-7,39.6495508,-7.4992354,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7337,7325,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16453,Navalmoral de la Mata,,Municipality,Municipality,Unknown,Present,,0.640159185750,0.0164375280235,40,-6,39.8875651,-5.560554,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7316,7302,70,ESP,Spain,945,Extremadura,13634,Cáceres,24559,n.a. (76),16430,Herrera de Alcántara,,Municipality,Municipality,Unknown,Present,,0.554823907613,0.0127075310495,40,-7,39.6379624,-7.4057903,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7339,7327,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16455,Peraleda de la Mata,,Municipality,Municipality,Unknown,Present,,0.533492197222,0.00969766834550,40,-5,39.8539484,-5.4613553,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
367,360,70,ESP,Spain,948,Islas Canarias,13640,Las Palmas,24587,n.a. (144),16880,Arafo,,Municipality,Municipality,Unknown,Present,,0.304432938035,0.00297411928050,28,-16,28.3887721,-16.5019009,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7320,7306,70,ESP,Spain,945,Extremadura,13634,Cáceres,24559,n.a. (76),16434,Santiago de Alcántara,,Municipality,Municipality,Unknown,Present,,0.581452596751,0.00996181310150,40,-7,39.6057937,-7.244205,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7332,7319,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16447,Fresnedoso de Ibor,,Municipality,Municipality,Unknown,Present,,0.389453160811,0.00574086898750,40,-6,39.6838765,-5.5063711,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7205,7215,70,ESP,Spain,945,Extremadura,13634,Cáceres,24555,n.a. (72),16328,Carcaboso,,Municipality,Municipality,Unknown,Present,,0.195153422742,0.00214143935200,40,-6,40.0492335,-6.2138666,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7343,7335,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16463,Toril,,Municipality,Municipality,Unknown,Present,,0.807950453541,0.0157621974780,40,-6,39.8974689,-5.7791372,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7350,7338,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16466,Valdelacasa de Tajo,,Municipality,Municipality,Unknown,Present,,0.553458527475,0.00767189675850,40,-5,39.7263107,-5.281958,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7354,7342,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16470,Conquista de la Sierra,,Municipality,Municipality,Unknown,Present,,0.368502884486,0.00436295416750,39,-6,39.3509575,-5.7344966,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7345,7331,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16459,Rosalejo,,Municipality,Municipality,Unknown,Present,,0.419284454918,0.00439163883450,40,-5,39.9951137,-5.4582558,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
4530,4512,70,ESP,Spain,939,Castilla-La Mancha,13619,Cuenca,24433,n.a. (98),13548,Graja de Iniesta,,Municipality,Municipality,Unknown,Present,,0.234635871768,0.00297929989500,40,-2,39.5172519,-1.669485,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
3513,3493,70,ESP,Spain,938,Castilla y León,13613,Segovia,24394,n.a. (225),12444,Brieva,,Municipality,Municipality,Unknown,Present,,0.210026646701,0.00144604158000,41,-4,41.0343235,-4.055102,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7426,7403,70,ESP,Spain,946,Galicia,13635,A Coruña,24563,n.a. (146),16531,Cabanas,Cabañas,Municipality,Municipality,Unknown,Present,,0.343174957267,0.00329722555200,43,-8,43.4172358,-8.1652093,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7351,7339,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16467,Villar del Pedroso,,Municipality,Municipality,Unknown,Present,,1.23024360289,0.0254739731510,40,-5,39.7063189,-5.1962592,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7363,7349,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16477,La Cumbre,,Municipality,Municipality,Unknown,Present,,0.690191127472,0.0118316385580,39,-6,39.4049046,-5.9773191,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7348,7334,70,ESP,Spain,945,Extremadura,13634,Cáceres,24560,n.a. (77),16462,Talayuela,,Municipality,Municipality,Unknown,Present,,1.19036516149,0.0239964463015,40,-5,39.9857899,-5.6097665,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1142,1113,70,ESP,Spain,935,Andalucía,13602,Málaga,24307,n.a. (183),9862,Jimera de Líbar,,Municipality,Municipality,Unknown,Present,,0.230063375975,0.00274288134450,37,-5,36.6520168,-5.273455,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7357,7344,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16472,Garciaz,,Municipality,Municipality,Unknown,Present,,0.754845587144,0.0157130668975,39,-6,39.4132886,-5.6272863,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7360,7347,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16475,Jaraicejo,,Municipality,Municipality,Unknown,Present,,0.645703766941,0.0186340565760,40,-6,39.6670399,-5.812926,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
144,139,70,ESP,Spain,936,Aragón,13605,Teruel,24329,n.a. (253),10427,Castejón de Tornos,,Municipality,Municipality,Unknown,Present,,0.265112693352,0.00331702786600,41,-1,40.9982213,-1.4251826,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7364,7350,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16478,Madroñera,,Municipality,Municipality,Unknown,Present,,0.680886996174,0.0139150807360,39,-6,39.4263889,-5.7542451,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7365,7351,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16479,Miajadas,,Municipality,Municipality,Unknown,Present,,0.625066722943,0.0126091192695,39,-6,39.1512184,-5.9072612,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
8152,8152,70,ESP,Spain,950,País Vasco,13644,Vizcaya,24604,n.a. (261),17332,Gautegiz Arteaga,Gautéguiz de Arteaga,Municipality,Municipality,Unknown,Present,,0.217690228241,0.00143095785000,43,-3,43.353104,-2.650985,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7366,7352,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16480,Plasenzuela,,Municipality,Municipality,Unknown,Present,,0.368998338998,0.00384407656400,39,-6,39.3816933,-6.0472506,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7372,7359,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16487,Santa Marta de Magasca,,Municipality,Municipality,Unknown,Present,,0.412224411204,0.00414594910650,40,-6,39.5119869,-6.0993215,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7976,7970,70,ESP,Spain,950,País Vasco,13642,Álava,24596,n.a. (1),17140,Ayala,Aiara,Municipality,Municipality,Unknown,Present,,0.673837889398,0.0155832145760,43,-3,43.0833333,-3.0630556,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7376,7361,70,ESP,Spain,945,Extremadura,13634,Cáceres,24561,n.a. (78),16489,Trujillo,,Municipality,Municipality,Unknown,Present,,2.66123025440,0.0720388285280,40,-6,39.4584171,-5.8814276,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
574,1858,70,ESP,Spain,937,Cantabria,13607,Cantabria,24340,Campoo-Los Valles,10765,Pesquera,,Municipality,Municipality,Unknown,Present,,0.133056505022,0.000996047905501,43,-4,43.0822311,-4.0794553,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
2428,2402,70,ESP,Spain,938,Castilla y León,13609,Burgos,24361,n.a. (65),11369,Monasterio de la Sierra,,Municipality,Municipality,Unknown,Present,,0.110225096541,0.000645325149500,42,-3,42.0513104,-3.193589,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7379,7364,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16492,A Pobra do Caramiñal,Puebla del Caramiñal,Municipality,Municipality,Unknown,Present,,0.383707435588,0.00357503676150,43,-9,42.6032973,-8.9389431,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
1509,1475,70,ESP,Spain,936,Aragón,13605,Teruel,24325,n.a. (249),10302,Nogueras,,Municipality,Municipality,Unknown,Present,,0.196804805388,0.00203140057250,41,-1,41.1345085,-1.0668927,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7380,7365,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16493,Ames,,Municipality,Municipality,Unknown,Present,,0.709233456448,0.00883692109300,43,-9,42.9,-8.6333333,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7385,7367,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16495,Boqueixón,Boqueijón,Municipality,Municipality,Unknown,Present,,0.556852633867,0.00803422817050,43,-8,42.817,-8.417,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
226,326,70,ESP,Spain,944,Comunidad Valenciana,13632,Valencia,24530,Horta Sud,15946,Massanassa,Masanasa,Municipality,Municipality,Unknown,Present,,0.174412048244,0.000588944327000,39,0,39.4112999,-0.4002014,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
7384,7366,70,ESP,Spain,946,Galicia,13635,A Coruña,24562,n.a. (145),16494,Boiro,,Municipality,Municipality,Unknown,Present,,0.673171407514,0.00949094345400,43,-9,42.65,-8.9,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
6281,6268,70,ESP,Spain,943,Comunidad Foral de Navarra,13629,Navarra,24498,n.a. (187),15290,Urdazubi,Urdax,Municipality,Municipality,Unknown,Present,,0.119283239977,0.000850673434499,43,-2,43.2665245,-1.5038958,2011-04-26 16:51:25.614181,2011-04-27 11:54:47.741719
