Vuelo,Compañía,Fecha,scheduled,arrival,Retraso,late?,scheduled_hour,morning?,Origen
IBE1516,IBERIA,04/11/2013,16:25,16:25,0,FALSE,16,FALSE,MADRID-BARAJAS
YW8759,AIR NOSTRUM,04/11/2013,16:25,16:25,0,FALSE,16,FALSE,LEON
EZS1403,"EASYJET SWITZERLAND, S.A.",12/04/2011,16:25,16:25,0,FALSE,16,FALSE,GINEBRA
YW8759,AIR NOSTRUM,12/04/2011,16:25,16:25,0,FALSE,16,FALSE,LEON
EZS1403,"EASYJET SWITZERLAND, S.A.",04/11/2013,16:25,16:25,0,FALSE,16,FALSE,GINEBRA
IBE1516,IBERIA,04/11/2013,16:25,16:25,0,FALSE,16,FALSE,MADRID-BARAJAS
YW8759,AIR NOSTRUM,04/11/2013,16:25,16:25,0,FALSE,16,FALSE,LEON
AF3206,AIR FRANCE,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,NANTES-ATLANTIQUE
UX3466,AIR EUROPA,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,NANTES-ATLANTIQUE
AF3206,AIR FRANCE,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,BURDEOS
UX3466,AIR EUROPA,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,BURDEOS
AF3206,AIR FRANCE,12/04/2011,16:30,16:30,0,FALSE,16,FALSE,NANTES-ATLANTIQUE
UX3466,AIR EUROPA,12/04/2011,16:30,16:30,0,FALSE,16,FALSE,BURDEOS
AF3206,AIR FRANCE,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,BURDEOS
UX3466,AIR EUROPA,04/11/2013,16:30,16:30,0,FALSE,16,FALSE,BURDEOS
THY1855,TURKISH AIRLINES,04/11/2013,16:35,16:35,0,FALSE,16,FALSE,ESTAMBUL
IBE5601,IBERIA,12/04/2011,16:35,16:35,0,FALSE,16,FALSE,A CORUÑA
THY1855,TURKISH AIRLINES,12/04/2011,16:35,16:35,0,FALSE,16,FALSE,ESTAMBUL
VLG1291,VUELING AIRLINES,12/04/2011,16:35,16:35,0,FALSE,16,FALSE,A CORUÑA
THY1855,TURKISH AIRLINES,04/11/2013,16:35,16:35,0,FALSE,16,FALSE,ESTAMBUL
EZY2487,EASYJET AIRLINE CO. LTD.,04/11/2013,16:40,16:40,0,FALSE,16,FALSE,DORTMUND
EZY2487,EASYJET AIRLINE CO. LTD.,04/11/2013,16:40,16:40,0,FALSE,16,FALSE,DORTMUND
EZY2487,EASYJET AIRLINE CO. LTD.,04/11/2013,16:40,16:40,0,FALSE,16,FALSE,DORTMUND
IBE5757,IBERIA,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
VLG8034,VUELING AIRLINES,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
IBE5757,IBERIA,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
VLG8034,VUELING AIRLINES,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
IBE5757,IBERIA,12/04/2011,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
VLG8034,VUELING AIRLINES,12/04/2011,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
IBE5757,IBERIA,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
VLG8034,VUELING AIRLINES,04/11/2013,16:45,16:45,0,FALSE,16,FALSE,PARIS /ORLY
AF4859,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AF5898,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
AM6953,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AVA6242,AVIANCA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
AZ2415,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
IBE1546,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
IBE6464,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,QUITO
IBE6620,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LA HABANA-J.MARTI
IBE6772,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
KL3358,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
LAN6182,LAN-CHILE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
RYR6321,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,VALLADOLID
RYR6385,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,SANTANDER
UX3454,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
UX6072,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
YW8423,AIR NOSTRUM,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,ALMERIA
AF4859,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AF5898,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
AM6953,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AVA6242,AVIANCA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
AZ2415,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
IBE1546,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
IBE6464,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,QUITO
IBE6620,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LA HABANA-J.MARTI
IBE6772,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
KL3358,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
LAN6182,LAN-CHILE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
RYR6321,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,VALLADOLID
RYR6385,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,SANTANDER
UX3454,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
UX6072,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
YW8423,AIR NOSTRUM,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,ALMERIA
AF4859,AIR FRANCE,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AF5898,AIR FRANCE,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,LYON
AM6953,AEROMEXICO (AEROVIAS DE MEJICO),12/04/2011,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AVA6242,AVIANCA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
AZ2415,ALITALIA COMPAGNIA AEREA ITALIANA SPA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
IBE1546,IBERIA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
IBE6464,IBERIA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,QUITO
IBE6620,IBERIA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,LA HABANA-J.MARTI
IBE6772,IBERIA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
KL3358,K.L.M. ROYAL DUTCH AIRLINES,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
RYR6321,RYANAIR,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,VALLADOLID
RYR6385,RYANAIR,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,SANTANDER
UX3454,AIR EUROPA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,LYON
UX6072,AIR EUROPA,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
YW8423,AIR NOSTRUM,12/04/2011,16:55,16:55,0,FALSE,16,FALSE,ALMERIA
AF4859,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AF5898,AIR FRANCE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
AM6953,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
AVA6242,AVIANCA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
AZ2415,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
IBE1546,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
IBE6464,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,QUITO
IBE6620,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LA HABANA-J.MARTI
IBE6772,IBERIA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
KL3358,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
LAN6182,LAN-CHILE,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,MADRID-BARAJAS
RYR6321,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,VALLADOLID
RYR6385,RYANAIR,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,SANTANDER
UX3454,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,LYON
UX6072,AIR EUROPA,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,PALMA DE MALLORCA
YW8423,AIR NOSTRUM,04/11/2013,16:55,16:55,0,FALSE,16,FALSE,ALMERIA
EZY2265,EASYJET AIRLINE CO. LTD.,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,LONDRES /LUTON
JKK6409,SPANAIR,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
EZY2265,EASYJET AIRLINE CO. LTD.,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,LONDRES /LUTON
JKK6409,SPANAIR,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
UX3904,AIR EUROPA,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
EZY2265,EASYJET AIRLINE CO. LTD.,12/04/2011,17:00,17:00,0,FALSE,17,FALSE,LONDRES /LUTON
JKK6409,SPANAIR,12/04/2011,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
UX3904,AIR EUROPA,12/04/2011,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
EZY2265,EASYJET AIRLINE CO. LTD.,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,LONDRES /LUTON
JKK6409,SPANAIR,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
UX3904,AIR EUROPA,04/11/2013,17:00,17:00,0,FALSE,17,FALSE,SANTIAGO DE COMPOSTELA
DL9604,DELTA AIR LINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
IBE5609,IBERIA,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,BILBAO
KL1675,K.L.M. ROYAL DUTCH AIRLINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
KQ1675,KENYA AIRWAYS LTD.,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
VLG1423,VUELING AIRLINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,BILBAO
DL9604,DELTA AIR LINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
VLG1423,VUELING AIRLINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,BILBAO
DL9604,DELTA AIR LINES,12/04/2011,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
IBE5609,IBERIA,12/04/2011,17:05,17:05,0,FALSE,17,FALSE,BILBAO
KL1675,K.L.M. ROYAL DUTCH AIRLINES,12/04/2011,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
KQ1675,KENYA AIRWAYS LTD.,12/04/2011,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
VLG1423,VUELING AIRLINES,12/04/2011,17:05,17:05,0,FALSE,17,FALSE,BILBAO
DL9604,DELTA AIR LINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,AMSTERDAM/SCHIPHOL
VLG1423,VUELING AIRLINES,04/11/2013,17:05,17:05,0,FALSE,17,FALSE,BILBAO
RYR6311,RYANAIR,12/04/2011,17:10,17:10,0,FALSE,17,FALSE,SEVILLA
JKK172,SPANAIR,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,BELGRADO
AUA8852,AUSTRIAN AIRLINES,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
JKK172,SPANAIR,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,BELGRADO
JKK452,SPANAIR,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3979,AIR EUROPA,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
AUA8852,AUSTRIAN AIRLINES,12/04/2011,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
CTN374,CROATIA AIRLINES,12/04/2011,17:15,17:15,0,FALSE,17,FALSE,ZAGREB
JKK452,SPANAIR,12/04/2011,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3979,AIR EUROPA,12/04/2011,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
AUA8852,AUSTRIAN AIRLINES,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
JKK172,SPANAIR,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,BELGRADO
JKK452,SPANAIR,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3979,AIR EUROPA,04/11/2013,17:15,17:15,0,FALSE,17,FALSE,MADRID-BARAJAS
AUA7465,AUSTRIAN AIRLINES,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
LH1814,LUFTHANSA,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
RYR6311,RYANAIR,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,SEVILLA
AUA7465,AUSTRIAN AIRLINES,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
LH1814,LUFTHANSA,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
RYR6311,RYANAIR,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,SEVILLA
AUA7465,AUSTRIAN AIRLINES,12/04/2011,17:20,17:20,0,FALSE,17,FALSE,MUNICH
JKK9402,SPANAIR,12/04/2011,17:20,17:20,0,FALSE,17,FALSE,LISBOA
LH1814,LUFTHANSA,12/04/2011,17:20,17:20,0,FALSE,17,FALSE,MUNICH
SAA8708,SOUTH AFRICAN AIRWAYS,12/04/2011,17:20,17:20,0,FALSE,17,FALSE,LISBOA
TAP742,TAP PORTUGAL,12/04/2011,17:20,17:20,0,FALSE,17,FALSE,LISBOA
AUA7465,AUSTRIAN AIRLINES,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
LH1814,LUFTHANSA,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,MUNICH
RYR6311,RYANAIR,04/11/2013,17:20,17:20,0,FALSE,17,FALSE,SEVILLA
AM6012,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AVA6078,AVIANCA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE1616,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE5780,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
IBE6342,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,SAN SALVADOR
IBE6402,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MEXICO
IBE6774,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6844,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,BUENOS AIRES/MINISTRO PISTARINI
LAN8050,LAN-CHILE,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
MAH4974,MALEV-HUNGARIAN AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3948,AIR EUROPA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
VLG8655,VUELING AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
AF1948,AIR FRANCE,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AM6012,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AVA6078,AVIANCA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
DL8330,DELTA AIR LINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
IBE1616,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE5780,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
IBE6342,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,SAN SALVADOR
IBE6402,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MEXICO
IBE6774,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6844,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,BUENOS AIRES/MINISTRO PISTARINI
LAN8050,LAN-CHILE,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
MAH4974,MALEV-HUNGARIAN AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3948,AIR EUROPA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
VLG8655,VUELING AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
AF1948,AIR FRANCE,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AM6012,AEROMEXICO (AEROVIAS DE MEJICO),12/04/2011,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AVA6078,AVIANCA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
DL8330,DELTA AIR LINES,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
IBE1616,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6170,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,LOS ANGELES
IBE6342,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,SAN SALVADOR
IBE6402,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,MEXICO
IBE6774,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6844,IBERIA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,BUENOS AIRES/MINISTRO PISTARINI
UX3948,AIR EUROPA,12/04/2011,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AF1948,AIR FRANCE,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AM6012,AEROMEXICO (AEROVIAS DE MEJICO),04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
AVA6078,AVIANCA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
DL8330,DELTA AIR LINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
IBE1616,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE5780,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
IBE6342,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,SAN SALVADOR
IBE6402,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MEXICO
IBE6774,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6844,IBERIA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,BUENOS AIRES/MINISTRO PISTARINI
LAN8050,LAN-CHILE,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
MAH4974,MALEV-HUNGARIAN AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,MADRID-BARAJAS
UX3948,AIR EUROPA,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PARIS /CHARLES DE GAULLE
VLG8655,VUELING AIRLINES,04/11/2013,17:25,17:25,0,FALSE,17,FALSE,PRAGA
JKK034,SPANAIR,04/11/2013,17:30,17:30,0,FALSE,17,FALSE,COPENHAGUE
JKK034,SPANAIR,04/11/2013,17:30,17:30,0,FALSE,17,FALSE,COPENHAGUE
JKK034,SPANAIR,04/11/2013,17:30,17:30,0,FALSE,17,FALSE,COPENHAGUE
JKK9955,SPANAIR,12/04/2011,17:35,17:35,0,FALSE,17,FALSE,SAO PAULO /GUARULHOS
IBE5812,IBERIA,04/11/2013,17:40,17:40,0,FALSE,17,FALSE,BRUSELAS
VLG8993,VUELING AIRLINES,04/11/2013,17:40,17:40,0,FALSE,17,FALSE,BRUSELAS
IBE5812,IBERIA,12/04/2011,17:40,17:40,0,FALSE,17,FALSE,BRUSELAS
VLG8993,VUELING AIRLINES,12/04/2011,17:40,17:40,0,FALSE,17,FALSE,BRUSELAS
IBE5767,IBERIA,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
JKK9434,SPANAIR,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
SAA9428,SOUTH AFRICAN AIRWAYS,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
TAP734,TAP PORTUGAL,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
VLG8101,VUELING AIRLINES,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
IBE5767,IBERIA,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
JKK9434,SPANAIR,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
SAA9428,SOUTH AFRICAN AIRWAYS,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
TAP734,TAP PORTUGAL,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
VLG8101,VUELING AIRLINES,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
IBE5767,IBERIA,12/04/2011,17:45,17:45,0,FALSE,17,FALSE,ATENAS
VLG8101,VUELING AIRLINES,12/04/2011,17:45,17:45,0,FALSE,17,FALSE,ATENAS
YW8565,AIR NOSTRUM,12/04/2011,17:45,17:45,0,FALSE,17,FALSE,MARSELLA
IBE5767,IBERIA,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
JKK9434,SPANAIR,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
SAA9428,SOUTH AFRICAN AIRWAYS,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
TAP734,TAP PORTUGAL,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,OPORTO
VLG8101,VUELING AIRLINES,04/11/2013,17:45,17:45,0,FALSE,17,FALSE,ATENAS
RYR6365,RYANAIR,04/11/2013,17:50,17:50,0,FALSE,17,FALSE,PALMA DE MALLORCA
RYR6365,RYANAIR,04/11/2013,17:50,17:50,0,FALSE,17,FALSE,PALMA DE MALLORCA
RYR6365,RYANAIR,12/04/2011,17:50,17:50,0,FALSE,17,FALSE,PALMA DE MALLORCA
RYR6365,RYANAIR,04/11/2013,17:50,17:50,0,FALSE,17,FALSE,PALMA DE MALLORCA
AZ076,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,ROMA /FIUMICINO
IBE1646,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6650,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,LIMA
IBE6776,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
MAC2373,AIR ARABIA MAROC,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,CASABLANCA /MOHAMED V
AZ076,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,ROMA /FIUMICINO
IBE1646,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6650,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,LIMA
IBE6776,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
MAC2373,AIR ARABIA MAROC,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,CASABLANCA /MOHAMED V
AZ076,ALITALIA COMPAGNIA AEREA ITALIANA SPA,12/04/2011,17:55,17:55,0,FALSE,17,FALSE,ROMA /FIUMICINO
IBE1646,IBERIA,12/04/2011,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6650,IBERIA,12/04/2011,17:55,17:55,0,FALSE,17,FALSE,LIMA
IBE6776,IBERIA,12/04/2011,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
RYR8037,RYANAIR,12/04/2011,17:55,17:55,0,FALSE,17,FALSE,IBIZA
AZ076,ALITALIA COMPAGNIA AEREA ITALIANA SPA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,ROMA /FIUMICINO
IBE1646,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
IBE6650,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,LIMA
IBE6776,IBERIA,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,MADRID-BARAJAS
MAC2373,AIR ARABIA MAROC,04/11/2013,17:55,17:55,0,FALSE,17,FALSE,CASABLANCA /MOHAMED V
VLG1026,VUELING AIRLINES,04/11/2013,18:00,18:00,0,FALSE,18,FALSE,MADRID-BARAJAS
VLG1026,VUELING AIRLINES,04/11/2013,18:00,18:00,0,FALSE,18,FALSE,MADRID-BARAJAS
